2023-12-19 23:12:728 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 23:12:451 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 23:12:643 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (d81150327366979a0a4e33c932521cad)] -> xpath: //button[@type='submit']]
2023-12-19 23:12:277 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (d81150327366979a0a4e33c932521cad)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
2023-12-19 23:12:854 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (d81150327366979a0a4e33c932521cad)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2023-12-19 23:12:951 INFO  AddUserPage :63 - Entering User Name: [[ChromeDriver: chrome on windows (d81150327366979a0a4e33c932521cad)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-12-19 23:12:900 INFO  AddUserPage :68 - Selecting Role: [[ChromeDriver: chrome on windows (d81150327366979a0a4e33c932521cad)] -> xpath: //div[@class='oxd-grid-4 orangehrm-full-width-grid']/div[2]/div/div[2]/div/div/div[2]/i]
2023-12-19 23:12:884 INFO  AddUserPage :75 - Selecting Status Disable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Disabled')]'
2023-12-19 23:12:166 INFO  AddUserPage :89 - Clicking on search button [[ChromeDriver: chrome on windows (d81150327366979a0a4e33c932521cad)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-12-19 23:12:781 INFO  AddUserPage :94 - Verifying Result Text: [[ChromeDriver: chrome on windows (d81150327366979a0a4e33c932521cad)] -> xpath: //div[@class='orangehrm-paper-container']/div[2]/div[1]/span[1]]
2023-12-19 23:12:141 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 23:12:732 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 23:12:911 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (e6b8df570df336cec5fb2494556332a8)] -> xpath: //button[@type='submit']]
2023-12-19 23:12:395 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (e6b8df570df336cec5fb2494556332a8)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
2023-12-19 23:12:308 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (e6b8df570df336cec5fb2494556332a8)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2023-12-19 23:12:719 INFO  ViewSystemUsersPage :76 - Clicking on Add button: [[ChromeDriver: chrome on windows (e6b8df570df336cec5fb2494556332a8)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary']]
2023-12-19 23:12:630 INFO  ViewSystemUsersPage :81 - Verifying User added text: Add User
2023-12-19 23:12:229 INFO  ViewSystemUsersPage :86 - Selecting Admin from Admin dropdown: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Admin')]'
2023-12-19 23:12:286 INFO  ViewSystemUsersPage :94 - Entering Employee name: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-autocomplete-wrapper']//*[contains(text(),'Goutam  Ganesh')]'
2023-12-19 23:12:548 INFO  ViewSystemUsersPage :101 - Entering User: [[ChromeDriver: chrome on windows (e6b8df570df336cec5fb2494556332a8)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[4]/div[1]/div[2]/input[1]]
2023-12-19 23:12:278 INFO  ViewSystemUsersPage :114 - Selecting Status Enable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Enabled')]'
2023-12-19 23:12:709 INFO  ViewSystemUsersPage :122 - Entering Password: [[ChromeDriver: chrome on windows (e6b8df570df336cec5fb2494556332a8)] -> xpath: //div[@class='orangehrm-card-container']/form[1]/div[2]/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-12-19 23:12:941 INFO  ViewSystemUsersPage :127 - Entering Confirm Password: [[ChromeDriver: chrome on windows (e6b8df570df336cec5fb2494556332a8)] -> xpath: //div[@class='orangehrm-card-container']/form[1]/div[2]/div[1]/div[2]/div[1]/div[2]/input[1]]
2023-12-19 23:12:159 INFO  ViewSystemUsersPage :132 - Clicking on Save: [[ChromeDriver: chrome on windows (e6b8df570df336cec5fb2494556332a8)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-12-19 23:12:784 INFO  AddUserPage :63 - Entering User Name: [[ChromeDriver: chrome on windows (e6b8df570df336cec5fb2494556332a8)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-12-19 23:12:961 INFO  AddUserPage :68 - Selecting Role: [[ChromeDriver: chrome on windows (e6b8df570df336cec5fb2494556332a8)] -> xpath: //div[@class='oxd-grid-4 orangehrm-full-width-grid']/div[2]/div/div[2]/div/div/div[2]/i]
2023-12-19 23:12:800 INFO  AddUserPage :82 - Selecting Status Disable: [[ChromeDriver: chrome on windows (e6b8df570df336cec5fb2494556332a8)] -> xpath: //div[contains(text(),'Enabled')]]
2023-12-19 23:12:89 INFO  AddUserPage :89 - Clicking on search button [[ChromeDriver: chrome on windows (e6b8df570df336cec5fb2494556332a8)] -> xpath: //button[@class='oxd-button oxd-button--medium oxd-button--secondary orangehrm-left-space']]
2023-12-19 23:12:258 INFO  AddUserPage :99 - Clicking on Checkbox: Proxy element for: DefaultElementLocator 'By.xpath: //body/div[@id='app']/div[1]/div[2]/div[2]/div[1]/div[2]/div[3]/div[1]/div[2]/div[1]/div[1]/div[1]/div[1]/div[1]/label[1]/span[1]/i[1]'
2023-12-19 23:12:565 INFO  LoginPage :43 - Enter User Name: Admin
2023-12-19 23:12:396 INFO  LoginPage :53 - Enter Password: admin123
2023-12-19 23:12:719 INFO  LoginPage :48 - Clicking on Login Button: [[ChromeDriver: chrome on windows (0d1d8335e23a91156dfdd7c00f6fcae5)] -> xpath: //button[@type='submit']]
2023-12-19 23:12:240 INFO  ViewSystemUsersPage :66 - Clicking on Admin: [[ChromeDriver: chrome on windows (0d1d8335e23a91156dfdd7c00f6fcae5)] -> xpath: //a[@href='/web/index.php/admin/viewAdminModule']]
2023-12-19 23:12:536 INFO  ViewSystemUsersPage :71 - Verifying System User Text: [[ChromeDriver: chrome on windows (0d1d8335e23a91156dfdd7c00f6fcae5)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2023-12-19 23:12:610 INFO  AddUserPage :63 - Entering User Name: [[ChromeDriver: chrome on windows (0d1d8335e23a91156dfdd7c00f6fcae5)] -> xpath: //div[@class='oxd-form-row']/div[1]/div[1]/div[1]/div[2]/input[1]]
2023-12-19 23:12:392 INFO  AddUserPage :68 - Selecting Role: [[ChromeDriver: chrome on windows (0d1d8335e23a91156dfdd7c00f6fcae5)] -> xpath: //div[@class='oxd-grid-4 orangehrm-full-width-grid']/div[2]/div/div[2]/div/div/div[2]/i]
2023-12-19 23:12:279 INFO  AddUserPage :75 - Selecting Status Disable: Proxy element for: DefaultElementLocator 'By.xpath: //*[@class='oxd-select-wrapper']//*[contains(text(),'Disabled')]'
2023-12-19 23:12:605 INFO  AddUserPage :121 - Clicking on search button: [[ChromeDriver: chrome on windows (0d1d8335e23a91156dfdd7c00f6fcae5)] -> xpath: //div[@class='oxd-table-filter-area']/form[1]/div[2]/button[2]]
2023-12-19 23:12:983 INFO  AddUserPage :126 - Verifying No Record Found: [[ChromeDriver: chrome on windows (0d1d8335e23a91156dfdd7c00f6fcae5)] -> xpath: //div[@class='orangehrm-horizontal-padding orangehrm-vertical-padding']]
